# CONCEPTICON
# Created by: QLC Research Group
# Created on: 2014-05-08 10:17

OMEGAWIKI	SEEALSO	GLOSS	ALIAS	DEFINITION	POS	WOLD
3854	-	TREE	-	Any large woody perennial plant with a distinct trunk giving rise to branches or leaves at some distance from the ground.	Noun	8.6
1490199	-	TREE STUMP	-	A small remaining portion of the trunk of a tree with the roots still in the ground.	Noun	8.72
1510861	-	TREE TRUNK	-	The main structural member of a tree.	Noun	8.73
335952	-	TROUBLE	-	A source of difficulties.	Noun	16.99906
1412223	1412295;1412322	TROUGH	-	A long, narrow container, open on top, for feeding or watering animals.	Noun	7.48
349559	-	TROUSERS	-	An item of clothing worn on the lower part of the body and covering both legs separately.	Noun	6.48
6816	-	TRUE	-	Concurring with a given set of facts.	Adjective	16.66
344567	-	TRUMPET	-	A musical instrument in the brass family.	Noun	18.73
1510476	-	TRUMPETER BIRD	-	The largest North American swan, Cygnus buccinator; they have white plumage with a long neck, a short black bill.	Noun	3.99943
7471	-	TRY	-	To put to the test, as for its quality, or give experimental use to.	Verb	17.48
6991	-	TUESDAY	-	The second day of the week in Europe and in systems using the ISO 8601 norm; the third day of the week in the United States of America.	Noun	14.64
1507435	-	TUMPLINE	-	A strap slung over the forehead or chest used (especially by native Americans) for carrying packs or loads	Noun	9.92
6526	6055	TURN	-	To change direction of movement.	Verb	10.12
6055	-	TURN AROUND	-	To position by moving an object around its axis.	Verb	10.13
941734	-	TURNIP	-	A root vegetable commonly grown in temperate climates worldwide for its white, bulbous taproot.	Noun	8.99952
1200609	-	TURTLE	-	A reptile of the order Testudines (the crown group of the superorder Chelonia), characterised by a special bony or cartilaginous shell developed from their ribs that acts as a shield.	Noun	3.98
7007	-	TWELVE	-	The cardinal number occurring after eleven and before thirteen, represented in Roman numerals as XII and in Arabic numerals as 12.	Function word	13.102
7013	-	TWENTY	-	The cardinal number occurring after nineteen and before twenty-one, represented in Roman numerals as XX and in Arabic numerals as 20.	Function word	13.104
6389	-	TWICE	TWO TIMES	Two times.		Function word	13.38
431713	-	TWINS	-	A case of multiple birth in which the mother gives birth to two offspring from the same pregnancy.	Noun	2.458
6248	5425	TWO	-	The cardinal number occurring after one and before three, represented in Roman numerals as II and in Arabic numerals as 2.	Function word	13.02
1329165	-	UDDER	-	An organ in female quadruped mammals which consists of mammary glands and has several teats.	Noun	4.42
639024	-	UGLY	-	Not good looking.	Adjective	16.82
7691	-	UMBILICAL CORD	-	A membranous duct connecting the fetus with the placenta.	Noun	4.99913
5806	-	UNCLE	-	The brother of someone\xe2\x80\x99s father or mother.	Noun	2.51
480525	-	UNCOVER	-	To uncover; to show and display that which was hidden.	Verb	-
6356	992756	UNDERSTAND	-	To be aware of the meaning of.	Verb	17.16
899673	-	UNRIPE	-	That is not yet ripe (edible fruit), usually hard and sour.	Adjective	5.124
1510931	-	UNTIE	-	To loosen, as something interlaced or knotted; to disengage the parts of. To unbind, to free from restraint	Verb	9.161
6531	-	UP	-	The direction that is away from the centre of the Earth.	Function word	12.08
1511080	-	UPPER CASE	-	Collective term for the capital letters	Noun	18.99905
7685	-	VAGINA	-	The lower part of the female reproductive tract; a moist canal in female mammals extending from the labia minora to the uterus.	Noun	4.493
3938	-	VALLEY	-	Any low-lying land bordered by higher ground; especially an elongate, relatively large, gently sloping depression of the Earth&#039;s surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.	Noun	1.24
3953	-	VEGETABLES	-	Any of various herbaceous plants having parts that are used as food.	Noun	5.65
510127	-	VEIL	-	A head covering.	Noun	6.59
8471	-	VEIN	-	A blood vessel that transports blood from the capillaries back to the heart.	Noun	4.151
1511130	-	VERDICT	-	A decision on an issue of fact in a civil or criminal case or an inquest.	Noun	21.99902
3962	-	VERMIN	-	Small animals and insects that can be harmful and which are difficult to control when they appear in large numbers.&#10;(Source: CAMB)	Noun	-
1510927	-	VETCH	-	Any of several leguminous plants, of the genus Vicia, often grown as green manure and for their edible seeds.	Noun	8.99953
345436	-	VICTORY	-	An end to a struggle or contest that did end in success.	Noun	20.41
3968	687459	VILLAGE	-	A group of houses and other buildings, such as a church, a school and some shops, which is smaller than a town, usually in the countryside.	Noun	19.16
1510857	-	VINE	-	the climbing plant (genus: Vitis) that produces grapes	Noun	8.67
423392	-	VINEGAR	-	A sour liquid formed by the fermentation of alcohol with acetic acid bacteria used as a condiment or preservative.	Noun	5.99922
8416	-	VIOLET	-	The resultant colour of the junction of the flesh-color with blue. Colour of the amethyst.	Adjective	15.99906
348995	-	VIOLIN	-	A musical instrument of the strings family with four strings tuned in perfect fifths.	Noun	18.99906
5899	-	VOICE	-	The sound and tones human beings are able to produce with the vocal cords.	Noun	18.11
994062	-	VOLUPTUOUS	-	Full-figured.	Adjective	16.99913
5617	-	VOMIT	-	To regurgitate the contents of the stomach.	Verb	4.57
158155	-	VOTE	-	A binding declaration by a person competent to make decisions, within a decision-making process, on which of a number of predetermined alternatives that he or she prefers.	Noun	19.99937
531741	-	VULTURE	-	Any of several carrion-eating birds of the families Accipitridae and Cathartidae.	Noun	3.586
7687	-	VULVA	-	The external parts of the female genitalia, in human beings this consists of the labia , clitoris, opening of the urethra (meatus), and the opening of the vagina.	Noun	4.494
487077	-	WAGES	-	A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.	Noun	11.78
415600	-	WAGON	-	A wheeled vehicle, generally drawn by horse power.	Noun	10.75
692019	-	WAIST	-	In human beings, the part between the thorax and hips.	Noun	4.462
6530	-	WAIT	-	To refrain from acting or moving for some duration or until some event occurs.	Verb	10.99908
6557	6558	WAKE UP	-	To stop sleeping.	Verb	4.63
6054	-	WALK	-	To move from one place to another by moving legs alternately, so that at least one foot is in contact with the floor or surface at any one time.	Verb	10.45
5663	-	WALKING STICK	-	An object, specifically for providing support when walking.	Noun	19.25
3989	1395304	WALL	-	A vertical construction made of stone, brick, wood, etc., with a length and height much greater than its thickness, used to enclose, divide or support.	Noun	7.27
7258	-	WANT	-	To have a strong desire for something.	Verb	16.62
3990	-	WAR	-	A conflict or a state of hostility between two or more parties, nations or states, in which armed forces or military operations are used.	Noun	20.13
5485	-	WARM	-	Having a temperature slightly higher than usual, still pleasant.	Adjective	15.851
1511122	-	WARSHIP	-	Any ship built or armed for naval combat.	Noun	20.99906
6069	-	WASH	-	To remove dirt and grime from an object, using water (usually with soap).	Verb	9.36
631360	-	WASP	-	A flying stinging insect related to the bee, which is usually coloured yellow and black.	Noun	3.823
4118	-	WATER	-	Common liquid (H\xe2\x82\x82O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.	Noun	1.31
4079	-	WATERFALL	-	A perpendicular or steep descent of the water of a stream.	Noun	1.39
458943	-	WATERMELON	-	The fruit of the watermelon plant (Citrullus vulgaris, Citrullus lanatus), having a green rind and watery flesh that is bright red when ripe and contains black pips.	Noun	8.99954
421112	-	WAVE	-	A disturbance in an fluid medium.	Noun	1.35
5455	-	WE	-	The speaker or writer and at least one other person.		Function word	2.94;24.99914
496905	-	WE	-	inclusive &quot;we&quot;: I and at least one other person, including the addressed person(s)&#10;(pronoun 1st person plural with 2nd person)	Function word	2.941
496889	-	WE	-	exclusive &quot;we&quot;: I and at least one other person, but not the addressed person (you)&#10;&#10;(pronoun 1st person plural without 2nd person)	Function word	2.942
6555	-	WEAK	-	Lacking in force or ability.	Adjective	4.82
4128	-	WEAPONS	-	An instrument of attack or defense in combat, as a gun, missile, or sword.	Noun	20.21
420726	-	WEAR	-	Fix clothes on your body and carry them.	Verb	6.99911
4129	-	WEATHER	-	The day-to-day meteorological conditions, especially temperature, cloudiness, and rainfall, affecting a specific place.	Noun	1.78
1280854	-	WEAVE	-	To make, as fabric, by enterlacing threads.		Verb	6.33;9.75
5532	-	WEDDING	-	A ceremony celebrating the beginning of a marriage, during which the marrying parties exchanges vows.	Noun	2.34
6990	-	WEDNESDAY	-	The third day of the week in Europe and in systems using the ISO 8601 norm; the fourth day of the week in the United States of America.	Noun	14.65
6145	-	WEEK	-	A period of seven days.	Noun	14.61
478489	-	WEIGH	-	To determine the weight of an object.	Verb	11.92
4138	-	WELL	-	A hole dug into the earth to reach a supply of water, oil, brine or gas.		Noun	1.37;9.99925
7537	-	WEST	-	One of the four principal compass points, specifically 270\xc2\xb0, conventionally directed to the left on maps. The direction of the setting sun.	Noun	12.46
7027	-	WET	-	Covered with or impregnated with liquid.	Adjective	15.83
4147	-	WHALE	-	Large marine mammals of the order Cetacea; the body is streamlined, the broad flat tail is used for propulsion, and the limbs are balancing structures.	Noun	3.663
5491	-	WHAT	-	Which thing.	Function word	17.64
466721	-	WHEAT	-	Plant belonging to genus Triticum and to family Poaceae (also known as Gramineae).	Noun	8.43
335923	-	WHEEL	-	A circular object that spins around a central axe thereby allowing relatively low-friction movement.	Noun	10.76
7914	-	WHEELBARROW	-	Small vehicle with one wheel (more rarely two), to carry heavy loads on construction sites or in a garden, and that is usually pushed ahead.	Noun	9.99927
5493	-	WHEN	-	at what time	Function word	17.65
5492	-	WHERE	-	At what place?	Function word	17.66
1507439	-	WHETSTONE	-	Before cutting the meat, he sharpened his knife with a whetstone.	Noun	9.93
338269	338249	WHICH	-	What one or ones (of those mentioned or implied).	Function word	17.67
338249	338269	WHICH	-	What, of those mentioned or implied (used interrogatively).	Function word	24.99917
440217	-	WHIP	-	A long piece of leather or rope attached to a handle, which is used to slash at animals to make them move, or to punish people.	Noun	8.99955
934369	-	WHIRLPOOL	-	A rapidly rotating body of water.	Noun	1.362
1107650	-	WHISPER	-	To speak in a quiet voice, without vibration of the vocal cords.	Verb	18.15
440386	-	WHISTLE	-	To make a sound or a melody by forcing the breath out between closed lips.	Verb	18.17
5825	5872	WHITE	-	Bright and colourless; reflecting equal quantities of all frequencies of visible light.	Adjective	15.64
5490	-	WHO	-	What person or people; which person or people.	Function word	17.68
5572	-	WHY	-	For what reason.	Function word	17.69
5502	-	WIDE	-	Having a long distance or area between two points, especially horizontally.	Adjective	12.61
711582	-	WIDOW	-	A woman whose spouse has died.	Noun	2.76
933133	-	WIDOWER	-	A man whose spouse has died.	Noun	2.77
5429	-	WIFE	-	A married woman.	Noun	2.32
8274	8269;8268;886778	WILD	-	Not domesticated or tamed.	Adjective	16.99914
352435	-	WILLOW	-	Any of various deciduous trees or shrubs in the genus Salix.	Noun	8.99957
367675	483003	WIN	-	To achieve a victory.	Verb	20.99909
4160	-	WIND	-	The motion of air relative to the earth&#039;s surface; usually means horizontal air motion, as distinguished from vertical motion.	Noun	1.72
5932	-	WINDOW	-	An opening, usually covered by one or more panes of clear glass, to allow light from outside to enter a building or vehicle.	Noun	7.25
6329	-	WINE	-	An alcoholic beverage made by fermenting juice of grapes.	Noun	5.92
5528	-	WING	-	The appendage of an animal&#039;s (bird, bat, insect) body that enables it to fly in the air.	Noun	4.392
6147	-	WINTER	-	Traditionally, the fourth of the seasons, marked by the applicable hemisphere of the planet being at its minimum angle of exposure to the Sun, resulting in short days, long nights and typically in low temperatures.	Noun	14.74
6070	-	WIPE	-	To move an object or utensil over a surface or other object while maintaining contact, in order that a substance be removed from its surface.	Verb	9.311
334990	-	WISE	-	Showing good judgement or the benefit of experience.	Adjective	17.21
353642	-	WITCH	-	A female person who uses magic.	Noun	22.43
5844	7435;5845;5843	WITH	-	In the company of	Function word	24.04
6166	6484	WITHOUT	-	Not having, containing, characteristic of, etc.	Function word	24.03
506244	745348	WITNESS	-	Someone who has a personal knowledge of something.	Noun	21.23
158033	-	WOLF	-	A large wild canid (Canidae), closely related to the dog.	Noun	3.71
4165	-	WOMAN	-	An adult human member of the sex that produces ova and bears young.	Noun	2.22
