UK	UNIQUE_GLOSS	ENGLISH_GLOSS	LWT_KEY	LWT_GLOSS	PART_OF_SPEECH	SEMANTIC_FIELD	OMEGA_WIKI	EXAMPLE CONTEXT/EXPLANATION	ENGLISH_GLOSS	SPANISH_GLOSS	Alternative Omega Wiki Links	FRENCH_GLOSS	PORTUGUESE_GLOSS	GERMAN_TRANSLATION	RUSSIAN_GLOSS
421	THE THUMB	thumb	4.342	the thumb	Noun	The body	http://www.omegawiki.org/DefinedMeaning:tumme_(7250)		thumb	pulgar		pouce	<polegar>	Daumen	<большой палец>
422	THE FINGERNAIL	fingernail	4.344	the fingernail	Noun	The body	http://www.omegawiki.org/DefinedMeaning:few_(5529)		fingernail	uña		ongle	<unha>	Nagel	<ноготь>
423	THE CLAW	claw	4.345	the claw	Noun	The body	http://www.omegawiki.org/DefinedMeaning:claw_(828398)	the sharp curved nail on the toe of an animal or bird	claw	garra		griffe	<garra>	Kralle	<коготь>
424	THE LEG	leg	4.35	the leg	Noun	The body	http://www.omegawiki.org/DefinedMeaning:leg_(5665)		leg	pierna		jambe	<perna>	Bein	<нога>
425	THE THIGH	thigh	4.351	the thigh	Noun	The body	http://www.omegawiki.org/DefinedMeaning:thigh_(348189)	the top part of the leg, between the knee and the hip	thigh	muslo		cuisse	<coxa>	Oberschenkel	<бедро>
426	THE CALF OF THE LEG	calf of the leg	4.352	the calf of the leg	Noun	The body	http://www.omegawiki.org/DefinedMeaning:vad_(156660)		calf of leg	pantorrilla		mollet	<barriga da perna>	Wade	<икра ноги>
427	THE KNEE	knee	4.36	the knee	Noun	The body	http://www.omegawiki.org/DefinedMeaning:knee_(5918)		knee	rodilla		genou	<joelho>	Knie	<колено>
428	THE FOOT	foot	4.37	the foot	Noun	The body	http://www.omegawiki.org/DefinedMeaning:foot_(5672)		foot	pie		pied	<pé>	Fuss	<ступня>
429	THE ANKLE	ankle	4.371	the ankle	Noun	The body	http://www.omegawiki.org/DefinedMeaning:ankle_(348298)		ankle	tobillo		cheville	<tornozelo>	Fussknöchel	<лодыжка>
430	THE HEEL	heel	4.372	the heel	Noun	The body	http://www.omegawiki.org/DefinedMeaning:heel_(422122)		heel	talón		talon	<calcanhar>	Ferse	<пятка>
431	THE FOOTPRINT	footprint	4.374	the footprint	Noun	The body	http://www.omegawiki.org/DefinedMeaning:footprint_(1510480)		footprint	huella		empreinte du pied	<pegada>	Fußabdruck	<след (ноги)>
432	THE TOE	toe	4.38	the toe	Noun	The body	http://www.omegawiki.org/DefinedMeaning:toe_(5969)		toe	dedo del pie		orteil, doigt de pied	<dedo do pé>	Zehe	<палец (ноги)>
433	THE WING	wing	4.392	the wing	Noun	The body	http://www.omegawiki.org/DefinedMeaning:wide_(5528)		wing	ala		aile	<asa>	Flügel	<крыло>
434	THE FEATHER	feather	4.393	the feather	Noun	The body	http://www.omegawiki.org/DefinedMeaning:flower_(5436)		feather	pluma		plume	<pena>	Feder	<перо>
435	THE CHEST	chest	4.4	the chest	Noun	The body	http://www.omegawiki.org/DefinedMeaning:chest_(6532)		chest	pecho		poitrine	<peito>	Brust	<грудная клетка>
436	THE BREAST	breast	4.41	the breast	Noun	The body	http://www.omegawiki.org/DefinedMeaning:breast_(5992)	the breast of a woman	breast	seno		 sein, poitrine	<seio, mama>	Brust	<грудь (женская)>
437	THE NIPPLE	nipple	4.412	the nipple or teat	Noun	The body	http://www.omegawiki.org/DefinedMeaning:nipple_(348030)		nipple or teat	pezón		mamelon, tétine	<mamilo, teta>	Brustwarze	<сосок>
439	THE UDDER	udder	4.42	the udder	Noun	The body	http://www.omegawiki.org/DefinedMeaning:udder_(1329165)	the part of a cow/female goat/... that hangs down between its back legs and that produces milk	udder	ubre		pis, mamelle	<úbere>	Euter	<вымя>
440	THE NAVEL	navel	4.43	the navel	Noun	The body	http://www.omegawiki.org/DefinedMeaning:navel_(7690)		navel	ombligo		nombril	<umbigo>	Nabel	<пуп>
441	THE BELLY	belly	4.431	the belly	Noun	The body	http://www.omegawiki.org/DefinedMeaning:ear_(5516)		belly	barriga, panza ?		ventre	-	Bauch	-
442	THE HEART	heart	4.44	the heart	Noun	The body	http://www.omegawiki.org/DefinedMeaning:tail_(5475)		heart	corazón		coeur	<coração>	Herz	<сердце>
443	THE LUNG	lung	4.441	the lung	Noun	The body	http://www.omegawiki.org/DefinedMeaning:lung_(334158)		lung	pulmón		poumon	<pulmão>	Lunge	<легкое>
444	THE LIVER	liver	4.45	the liver	Noun	The body	http://www.omegawiki.org/DefinedMeaning:heart_(5476)		liver	hígado		foie	<fígado>	Leber	<печень>
445	THE KIDNEY	kidney	4.451	the kidney	Noun	The body	http://www.omegawiki.org/DefinedMeaning:kidney_(155634)		kidney	riñón		rein	<rim>	Niere	<почка>
446	THE SPLEEN	spleen	4.452	the spleen	Noun	The body	http://www.omegawiki.org/DefinedMeaning:spleen_(706908)		spleen	bazo		rate	<baço>	Milz	<селезенка>
447	THE STOMACH	stomach	4.46	the stomach	Noun	The body	http://www.omegawiki.org/DefinedMeaning:maag_(352530)	internal organ, not 'belly'	stomach	estómago		ventre, estomac	<estômago, barriga>	Bauch	<желудок>
448	THE INTESTINES	intestines	4.461	the intestines or guts	Noun	The body	http://www.omegawiki.org/DefinedMeaning:intestine_(950344)		intestines or guts	intestinos		intestins	<intestinos, tripas>	Eingeweide	<кишечник>
449	THE GUTS	guts	4.461	the intestines or guts	Noun	The body	http://www.omegawiki.org/DefinedMeaning:guts_(5824)		intestines or guts	?		intestins	<intestinos, tripas>	Eingeweide	<кишечник>
450	THE WAIST	waist	4.462	the waist	Noun	The body	http://www.omegawiki.org/DefinedMeaning:waist_(692019)		waist	cintura		taille	<cintura>	Taille	<талия>
451	THE HIP	hip	4.463	the hip	Noun	The body	http://www.omegawiki.org/DefinedMeaning:hip_(707216)		hip	cadera		hanche	<quadril, anca, cadeira>	Hüfte	<бедро, ляжка>
452	THE BUTTOCKS	buttocks	4.464	the buttocks	Noun	The body	http://www.omegawiki.org/DefinedMeaning:behind_(356264)	the fleshy part of one’s body that people sit on	buttocks	nalgas, trasero		fesses	<nádegas>	Hintern	<ягодицы>
454	THE TENDON	tendon	4.465	the sinew or tendon	Noun	The body	http://www.omegawiki.org/DefinedMeaning:tendon_(502614)		sinew or tendon	tendón		tendon	-	Sehne	-
455	THE WOMB	womb	4.47	the womb	Noun	The body	http://www.omegawiki.org/DefinedMeaning:uterus_(348317)		womb	matriz, vientre		utérus	<útero, ventre>	Gebärmutter	<матка, лоно>
456	THE TESTICLES	testicles	4.49	the testicles	Noun	The body	http://www.omegawiki.org/DefinedMeaning:testicle_(348064)		testicles	testículo		testicule	<testículo>	Hoden	<тестикул (мужское яичко)>
457	THE PENIS	penis	4.492	the penis	Noun	The body	http://www.omegawiki.org/DefinedMeaning:Schwanz_(5473)		penis	pene		pénis	<pênis>	Penis	<пенис>
458	THE VAGINA	vagina	4.493	the vagina	Noun	The body	http://www.omegawiki.org/DefinedMeaning:vagina_(7685)	the passage from a woman’s outer sexual organs to her womb	vagina	vagina		vagin	-	Vagina	-
459	THE VULVA	vulva	4.494	the vulva	Noun	The body	http://www.omegawiki.org/DefinedMeaning:vulva_(7687)	the outer part of a woman’s sexual organs	vulva	vulva		vulve	-	Vulva	-
460	TO BREATHE	breathe	4.51	to breathe	Verb	The body	http://www.omegawiki.org/DefinedMeaning:breathe_(5998)		to breathe	respirar		respirer	<respirar, respiração>	<atmen; atem; hauch>	<дышать, дыхание>
461	TO YAWN	yawn	4.52	to yawn	Verb	The body	http://www.omegawiki.org/DefinedMeaning:gähnen_(441371)		to yawn	bostezar		baîller	<bocejar>	<gähnen; gaffen>	<зевать>
462	TO HICCOUGH	hiccough	4.521	to hiccough	Verb	The body	http://www.omegawiki.org/DefinedMeaning:hiccup_(1339563)		to hiccough	tener hipo		hoqueter, avoir le hoquet	<soluço>	<schlucken; schluckauf>	<икать>
463	TO COUGH	cough	4.53	to cough	Verb	The body	http://www.omegawiki.org/DefinedMeaning:cough_(373675)		to cough	toser		tousser	<tossir>	<husten>	<кашлять>
464	TO SNEEZE	sneeze	4.54	to sneeze	Verb	The body	http://www.omegawiki.org/DefinedMeaning:aivastaa_(665334)		to sneeze	estornudar		éternuer	<espirrar>	<niesen>	<чихать>
465	TO PERSPIRE	perspire	4.55	to perspire	Verb	The body	http://www.omegawiki.org/DefinedMeaning:transpirer_(1250941)		to perspire	sudar, transpirar ?		transpirer, suer	<suar, transpirar>	<schwitzen>	<потеть>
466	TO SPIT	spit	4.56	to spit	Verb	The body	http://www.omegawiki.org/DefinedMeaning:spit_(6051)		to spit	escupir		cracher	<cuspir>	<speien; spucken>	<плевать(ся), плевок>
467	TO VOMIT	vomit	4.57	to vomit	Verb	The body	http://www.omegawiki.org/DefinedMeaning:vomit_(5617)		to vomit	vomitar		vomir	<vomitar>	<sich (er)brechen>	<страдать рвотой>
468	TO BITE	bite	4.58	to bite	Verb	The body	http://www.omegawiki.org/DefinedMeaning:bite_(5993)		to bite	morder		mordre	<morder>	<beissen>	<кусать>
469	TO LICK	lick	4.59	to lick	Verb	The body	http://www.omegawiki.org/DefinedMeaning:lick_(1510483)		to lick	lamer		lécher	<lamber>	<lecken>	<лизать>
470	TO DRIBBLE	dribble	4.591	to dribble	Verb	The body	http://www.omegawiki.org/DefinedMeaning:dribble_(1505759)	to let saliva flow out of one’s mouth onto one’s chin	to dribble	babear		baver	<babar>	sabbern	<пускать слюну>
471	TO SLEEP	sleep	4.61	to sleep	Verb	The body	http://www.omegawiki.org/DefinedMeaning:sleep_(6519)		to sleep	dormir		dormir	<dormir>	<schlafen>	<спать>
472	TO SNORE	snore	4.612	to snore	Verb	The body	http://www.omegawiki.org/DefinedMeaning:snore_(935932)		to snore	roncar		ronfler	<roncar, ressonar>	<schnarchen>	<храпеть>
473	TO DREAM	dream	4.62	to dream	Verb	The body	http://www.omegawiki.org/DefinedMeaning:dream_(8448)		to dream	soñar		rêver	<sonhar>	<träumen>	<видеть сон, мечтать>
474	TO WAKE UP	wake up	4.63	to wake up	Verb	The body	http://www.omegawiki.org/DefinedMeaning:wake_(6557)	e.g. I wake up at seven every morning.	to wake up	despertarse	http://www.omegawiki.org/DefinedMeaning:wake_(6558) 	se réveiller	<acordar>	<(er)wecken; (er)wachen>	<просыпаться>
475	TO FART	fart	4.64	to fart	Verb	The body	http://www.omegawiki.org/DefinedMeaning:fart_(515390)		to fart	tirarse un pedo ?		péter	<peido>	<farzen; furzen; fisten>	<освободиться от газов>
476	TO PISS	piss	4.65	to piss	Verb	The body	http://www.omegawiki.org/DefinedMeaning:sandbox:1_(160433)		to piss	orinar		uriner, pisser	<urinar>	<harnen; urinieren; pissen>	<мочиться>
477	TO SHIT	shit	4.66	to shit	Verb	The body	http://www.omegawiki.org/DefinedMeaning:shit_(332137)		to shit	defecar, cagar		déféquer, chier	<defecar>	<stuhlgang haben; scheissen>	<испражняться>
478	TO HAVE SEX	have sex	4.67	to have sex	Verb	The body	http://www.omegawiki.org/DefinedMeaning:have_sex_(7269)		to have sex	tener relaciones sexuales		faire l'amour, accomplir l'acte sexuel, avoir des rapports, s'aimer	<ter relações sexuais>	<geschlechtsuerkehr haben; beischlaf haben>	<вступать в половой контакт>
479	TO SHIVER	shiver	4.68	to shiver	Verb	The body	http://www.omegawiki.org/DefinedMeaning:estremecer_(1106980)		to shiver	temblar		frissonner	<tiritar, tremer>	<schauern; frösteln; zittern>	<дрожать>
480	TO BATHE	bathe	4.69	to bathe	Verb	The body	http://www.omegawiki.org/DefinedMeaning:take_a_bath_(1295154)	e.g. She likes to bathe before going to bed.	to bathe	bañar(se)	http://www.omegawiki.org/DefinedMeaning:se_baigner_(850562)	prendre un bain, se baigner	<tomar banho>	<baden>	<купаться>
481	TO BEGET	beget	4.71	to beget	Verb	The body	http://www.omegawiki.org/DefinedMeaning:generare_(510379)	become the father of	to beget	engendrar		engendrer	<gerar, emprenhar>	<zeugen>	<порождать, рождать (об отце)>
482	TO BE BORN	be born	4.72	to be born	Verb	The body	http://www.omegawiki.org/DefinedMeaning:nacer_(474983)		to be born	nacer		né, naître	<nascer>	<ge-boren sein; ge-boren werden>	<родиться>
483	PREGNANT	pregnant	4.73	pregnant	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:pregnant_(489482)		pregnant	embarazada (mujer), preñada (hembra)		enceinte	<grávida (mulher), prenhe (fêmea)>	<schwanger; trächtig>	<беременная>
484	TO CONCEIVE	conceive	4.732	to conceive	Verb	The body	http://www.omegawiki.org/DefinedMeaning:concebir_(474203)	e.g. She conceived her first child while still in England.	to conceive	concebir		concevoir, percevoir	<conceber>	<empfangen>	<зачать, забеременнеть>
485	TO BE ALIVE	be alive	4.74	to be alive	Verb	The body	http://www.omegawiki.org/DefinedMeaning:live_(6028)	e.g. I thought he was dead, but he's still alive.	to be alive	vivir, estar vivo	http://www.omegawiki.org/DefinedMeaning:alive_(965540)	vivre	<viver, vivo/a, vida>	<lebendig; lebend; leben>	<жить, живой, жизнь>
486	THE LIFE	life	4.741	the life	Noun	The body	http://www.omegawiki.org/DefinedMeaning:life_(1419171)	e.g. He had a good long life.	life	vida	http://www.omegawiki.org/DefinedMeaning:life_(1419153), http://www.omegawiki.org/DefinedMeaning:life_(8409), http://www.omegawiki.org/DefinedMeaning:life_(1419162)	vie	-	-	-
487	TO DIE	die	4.75	to die	Verb	The body	http://www.omegawiki.org/DefinedMeaning:die_(6245)		to die	morir		mourir	<morrer, morto>	<sterben; tot; tod>	<умереть, скончаться, мертвый>
488	DEAD	dead	4.7501	dead	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:dead_(6660)		dead	muerto	http://www.omegawiki.org/DefinedMeaning:deceased_(1042272)	mort, morte	-	-	-
489	TO DROWN	drown	4.751	to drown	Verb	The body	http://www.omegawiki.org/DefinedMeaning:drown_(838127)	e.g. The dog fell into the river and drowned.	to drown	ahogar		noyer	<afogado>	<ertrunken>	<утонувший, утопленник>
490	TO KILL	kill	4.76	to kill	Verb	The body	http://www.omegawiki.org/DefinedMeaning:kill_(6023)		to kill	matar		tuer	<matar>	<töten; erschlagen; umbringen>	<убивать>
491	THE CORPSE	corpse	4.77	the corpse	Noun	The body	http://www.omegawiki.org/DefinedMeaning:corpse_(343500)	body of a dead human	corpse	cadáver		cadavre, corps	<cadáver>	<leichnam; leiche>	<труп>
492	THE CARCASS	carcass	4.771	the carcass	Noun	The body	http://www.omegawiki.org/DefinedMeaning:as_(7171)	body of a dead animal	carcass	cadáver de animal	http://www.omegawiki.org/DefinedMeaning:Tierleiche_(890454)	cadavre	-	-	-
493	TO BURY	bury	4.78	to bury	Verb	The body	http://www.omegawiki.org/DefinedMeaning:seppellire_(702018)	bury a dead person	to bury	sepultar, enterrar		enterrer, inhumer	<enterrar>	<be-graben; beerdigen; bestatten>	<хоронить>
494	THE GRAVE	grave	4.79	the grave	Noun	The body	http://www.omegawiki.org/DefinedMeaning:grave_(7187)		grave	sepulcro, tumba		tombe, sépulcre	<túmulo, sepultura>	<grab>	<могила>
495	STRONG	strong	4.81	strong	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:strong_(345510)	e.g. She's a strong woman and can lift 50 kilos.	strong	fuerte		fort, puissant	<forte, poderoso>	<stark; mächt-ig; kräft-ig; gewalt-ig>	<сильный, могущественный>
496	WEAK	weak	4.82	weak	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:weak_(6555)	e.g. He's so weak that he cannot even lift 5 kilos.	weak	débil		faible	<débil, fraco>	<schwach>	<слабый, хилый>
497	HEALTHY	healthy	4.83	healthy	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:healthy_(5901)		healthy	sano		en bonne santé	<bem, saúde, são>	<ge-sund; gesundheit>	<здоровый, здоровье>
498	SICK	sick	4.84	sick/ill	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:ill_(7800)		sick/ill	enfermo		malade	<doente, doença>	<krank; krankheit>	<больной, болезнь>
499	ILL	ill	4.84	sick/ill	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:ill_(7800)		sick/ill	enfermo		malade	<doente, doença>	<krank; krankheit>	<больной, болезнь>
500	THE FEVER	fever	4.841	the fever	Noun	The body	http://www.omegawiki.org/DefinedMeaning:fever_(6347)		fever	fiebre		fièvre	<febre>	<fieber>	<жар, лихорадить>
502	THE GOITER	goiter	4.842	the goitre/goiter	Noun	The body	http://www.omegawiki.org/DefinedMeaning:Kropf_(897615)	a disease of the thyroid gland that makes one’s neck very swollen	goitre/goiter	bocio, coto		goître	<papo, papeira>	<kropf>	<зоб>
503	THE COLD	cold	4.843	the cold	Noun	The body	http://www.omegawiki.org/DefinedMeaning:common_cold_(1178541)	the common cold	cold	resfriado		rhume	<resfriado, gripe>	<erkältung>	<простуда>
504	THE DISEASE	disease	4.844	the disease	Noun	The body	http://www.omegawiki.org/DefinedMeaning:disease_(941)		disease	enfermedad		maladie	-	-	-
505	THE WOUND	wound	4.85	the wound or sore	Noun	The body	http://www.omegawiki.org/DefinedMeaning:wound_(480931)		wound or sore	herida		blessure, plaie	<ferida, chaga>	<wunde>	<рана, язва>
506	THE SORE	sore	4.85	the wound or sore	Noun	The body	http://www.omegawiki.org/DefinedMeaning:sore_(1103925)		wound or sore	llaga		inflammation	<ferida, chaga>	<wunde>	<рана, язва>
507	THE BRUISE	bruise	4.852	the bruise	Noun	The body	http://www.omegawiki.org/DefinedMeaning:bloeduitstorting_(509506)		bruise	cardenal, magulladura, moretón, morado		contusion	<ferimento>	<quetschung>	<ушиб>
508	THE SWELLING	swelling	4.853	the swelling	Noun	The body	http://www.omegawiki.org/DefinedMeaning:swelling_(838114)		swelling	hinchazón		bosse, enflure	<inchação>	<schwellung>	<опухоль>
509	THE ITCH	itch	4.854	the itch	Noun	The body	http://www.omegawiki.org/DefinedMeaning:itch_(1311851)	e.g. The itch was caused by an insect bite.	itch	comezón		démangeaison	<comichão, coceira>	<jucken>	<зуд>
510	TO SCRATCH	scratch	4.8541	to scratch	Verb	The body	http://www.omegawiki.org/DefinedMeaning:scratch_(6047)	to scratch an itch	to scratch	rascar		démanger	-	-	-
511	THE BLISTER	blister	4.855	the blister	Noun	The body	http://www.omegawiki.org/DefinedMeaning:blåsa_(6518)		blister	ampolla		ampoule	<empola, bolha>	<blase>	<волдырь, водяной пузырь>
512	THE BOIL	boil	4.856	the boil	Noun	The body	http://www.omegawiki.org/DefinedMeaning:boil_(347037)	a painful infected swelling under someone’s skin	boil	furúnculo		bouton	<furúnculo>	<furunkel; blutgeschwür>	<нарыв, фурункул>
513	THE PUS	pus	4.857	the pus	Noun	The body	http://www.omegawiki.org/DefinedMeaning:pus_(745553)		pus	pus		pus	<pus>	<eiter>	<гной>
514	THE SCAR	scar	4.858	the scar	Noun	The body	http://www.omegawiki.org/DefinedMeaning:scar_(156420)		scar	cicatriz		cicatrice	<cicatriz>	<narbe>	<шрам, рубец>
515	TO CURE	cure	4.86	to cure	Verb	The body	http://www.omegawiki.org/DefinedMeaning:heilen_(156675)	e.g. The treatment cured the patient's illness.	to cure	sanar, curar		guérir	<sarar, curar>	<heilen>	<лечить, исцелять>
516	THE PHYSICIAN	physician	4.87	the physician	Noun	The body	http://www.omegawiki.org/DefinedMeaning:doctor_(161474)		physician	médico		médecin	<médico>	<arzt>	<доктор, медик>
517	THE MEDICINE	medicine	4.88	the medicine	Noun	The body	http://www.omegawiki.org/DefinedMeaning:medicine_(5919)	drug, medication	medicine	medicina, remedio, medicamento		remède, médecine	<medicamento, remédio>	<arznei; heil-mittel; droge>	<лекарство, средство>
518	THE POISON	poison	4.89	the poison	Noun	The body	http://www.omegawiki.org/DefinedMeaning:poison_(2847)		poison	veneno		poison	<veneno>	<gift>	<яд>
519	TIRED	tired	4.91	tired	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:moe_(7117)		tired	cansado		fatigué	<cansado, estafado>	<müde>	<усталый, утомленный>
520	TO REST	rest	4.912	to rest	Verb	The body	http://www.omegawiki.org/DefinedMeaning:rest_(1366972)		to rest	descansar		se reposer	<descansar>	<ausruhen>	<отдыхать>
521	LAZY	lazy	4.92	lazy	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:lazy_(6424)		lazy	vago		paresseux	<preguiçoso>	<faul; träge (lässig)>	<ленивый>
522	BALD	bald	4.93	bald	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:kahl_(490061)		bald	calvo		chauve	<calvo>	<kahl>	<лысый>
523	LAME	lame	4.94	lame	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:lame_(1510490)		lame	cojo		boiteux, paralysé	<coxo>	<lahn; hinkend>	<хромать>
524	DEAF	deaf	4.95	deaf	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:deaf_(428203)		deaf	sordo		sourd	<surdo>	<taub>	<глухой>
525	MUTE	mute	4.96	mute	Adjective	The body	http://www.omegawiki.org/DefinedMeaning:mute_(6856)		mute	mudo		muet	<mudo>	<stumm>	<немой>
